2022-04-29 15:27:34,395 DEBUG Namespace(arch='vgg11_bn', attack_client=0, attack_epochs=300, attack_style='GM_option_SVHN', average_time=1, batch_size=128, bottleneck_option='None', cutlayer=4, data_proportion=1.0, dataset='cifar100', filename='ace_V2_epoch_vgg11_bn_cutlayer_4_client_1_seed125_dataset_cifar100_lr_0.05_200epoch', folder='saves/baseline', learning_rate=0.05, noniid_ratio=1.0, num_client=1, num_epochs='best', num_query=1000, random_seed=123, regularization='None', regularization_strength=0.0, scheme='V2_epoch', surrogate_arch='same', test_best=True, train_clas_layer=2.0)
2022-04-29 15:27:38,327 DEBUG Test (client-0):	Loss 1.2311 (1.7817)	Prec@1 75.000 (68.630)
2022-04-29 15:27:38,328 DEBUG  * Prec@1 68.630
2022-04-29 15:27:38,402 DEBUG 4
2022-04-29 15:27:38,402 DEBUG surrogate parameter has 4 trainable parameters!
2022-04-29 15:27:44,334 DEBUG epoch: 0, val_acc: 0.89, val_fidelity: 1.06
2022-04-29 15:27:47,179 DEBUG epoch: 1, train_acc: 0.0, val_acc: 1.83, fidel_score: 1.96, acc_loss: 0.0, grad_loss: 1.0460228293756895
2022-04-29 15:27:50,147 DEBUG epoch: 2, train_acc: 0.0, val_acc: 1.82, fidel_score: 1.99, acc_loss: 0.0, grad_loss: 1.0103901602044891
2022-04-29 15:27:53,099 DEBUG epoch: 3, train_acc: 0.0, val_acc: 3.1, fidel_score: 3.63, acc_loss: 0.0, grad_loss: 0.9780981782116468
2022-04-29 15:27:56,059 DEBUG epoch: 4, train_acc: 0.0, val_acc: 7.78, fidel_score: 8.61, acc_loss: 0.0, grad_loss: 0.9402458396139024
2022-04-29 15:27:59,050 DEBUG epoch: 5, train_acc: 0.0, val_acc: 5.36, fidel_score: 5.82, acc_loss: 0.0, grad_loss: 0.9128338853015175
2022-04-29 15:28:02,051 DEBUG epoch: 6, train_acc: 0.0, val_acc: 6.27, fidel_score: 6.92, acc_loss: 0.0, grad_loss: 0.86551849600635
2022-04-29 15:28:05,046 DEBUG epoch: 7, train_acc: 0.0, val_acc: 7.41, fidel_score: 8.27, acc_loss: 0.0, grad_loss: 0.8128595457801336
2022-04-29 15:28:08,047 DEBUG epoch: 8, train_acc: 0.0, val_acc: 7.4, fidel_score: 8.3, acc_loss: 0.0, grad_loss: 0.7638324725477001
2022-04-29 15:28:11,081 DEBUG epoch: 9, train_acc: 0.0, val_acc: 8.55, fidel_score: 9.54, acc_loss: 0.0, grad_loss: 0.7244070013867149
2022-04-29 15:28:14,096 DEBUG epoch: 10, train_acc: 0.0, val_acc: 16.11, fidel_score: 18.95, acc_loss: 0.0, grad_loss: 0.693131161641471
2022-04-29 15:28:17,066 DEBUG epoch: 11, train_acc: 0.0, val_acc: 39.47, fidel_score: 47.89, acc_loss: 0.0, grad_loss: 0.619232247147379
2022-04-29 15:28:19,769 DEBUG epoch: 12, train_acc: 0.0, val_acc: 54.79, fidel_score: 68.68, acc_loss: 0.0, grad_loss: 0.5464560604548152
2022-04-29 15:28:21,755 DEBUG epoch: 13, train_acc: 0.0, val_acc: 60.3, fidel_score: 76.87, acc_loss: 0.0, grad_loss: 0.49430870255337483
2022-04-29 15:28:23,570 DEBUG epoch: 14, train_acc: 0.0, val_acc: 63.75, fidel_score: 82.52, acc_loss: 0.0, grad_loss: 0.4425703841674177
2022-04-29 15:28:25,390 DEBUG epoch: 15, train_acc: 0.0, val_acc: 65.5, fidel_score: 86.2, acc_loss: 0.0, grad_loss: 0.39782806287837935
2022-04-29 15:28:27,138 DEBUG epoch: 16, train_acc: 0.0, val_acc: 66.75, fidel_score: 89.36, acc_loss: 0.0, grad_loss: 0.37255354055875467
2022-04-29 15:28:28,901 DEBUG epoch: 17, train_acc: 0.0, val_acc: 67.15, fidel_score: 91.02, acc_loss: 0.0, grad_loss: 0.35511626944511754
2022-04-29 15:28:30,654 DEBUG epoch: 18, train_acc: 0.0, val_acc: 67.5, fidel_score: 91.81, acc_loss: 0.0, grad_loss: 0.34390304228173024
2022-04-29 15:28:32,429 DEBUG epoch: 19, train_acc: 0.0, val_acc: 67.67, fidel_score: 92.76, acc_loss: 0.0, grad_loss: 0.3279997170725955
2022-04-29 15:28:34,196 DEBUG epoch: 20, train_acc: 0.0, val_acc: 66.95, fidel_score: 91.24, acc_loss: 0.0, grad_loss: 0.3407206727734095
2022-04-29 15:28:36,057 DEBUG epoch: 21, train_acc: 0.0, val_acc: 67.16, fidel_score: 93.05, acc_loss: 0.0, grad_loss: 0.33069214979304545
