2022-04-29 18:15:02,218 DEBUG Namespace(arch='vgg11_bn', attack_client=0, attack_epochs=300, attack_style='GM_option_CIFAR10', average_time=1, batch_size=128, bottleneck_option='None', cutlayer=4, data_proportion=1.0, dataset='cifar100', filename='ace_V2_epoch_vgg11_bn_cutlayer_4_client_1_seed125_dataset_cifar100_lr_0.05_200epoch', folder='saves/baseline', learning_rate=0.05, noniid_ratio=1.0, num_client=1, num_epochs='best', num_query=10000, random_seed=123, regularization='None', regularization_strength=0.0, scheme='V2_epoch', surrogate_arch='same', test_best=True, train_clas_layer=3.0)
2022-04-29 18:15:06,138 DEBUG Test (client-0):	Loss 1.2311 (1.7817)	Prec@1 75.000 (68.630)
2022-04-29 18:15:06,138 DEBUG  * Prec@1 68.630
2022-04-29 18:15:06,208 DEBUG 6
2022-04-29 18:15:06,208 DEBUG surrogate parameter has 6 trainable parameters!
2022-04-29 18:15:11,572 DEBUG epoch: 0, val_acc: 0.98, val_fidelity: 1.05
2022-04-29 18:15:14,635 DEBUG epoch: 1, train_acc: 0.0, val_acc: 1.82, fidel_score: 1.88, acc_loss: 0.0, grad_loss: 1.019635000560857
2022-04-29 18:15:17,645 DEBUG epoch: 2, train_acc: 0.0, val_acc: 1.49, fidel_score: 1.52, acc_loss: 0.0, grad_loss: 1.01269867525825
2022-04-29 18:15:20,695 DEBUG epoch: 3, train_acc: 0.0, val_acc: 1.0, fidel_score: 0.97, acc_loss: 0.0, grad_loss: 1.0067221333708944
2022-04-29 18:15:23,714 DEBUG epoch: 4, train_acc: 0.0, val_acc: 1.0, fidel_score: 0.97, acc_loss: 0.0, grad_loss: 1.0017036222204376
2022-04-29 18:15:26,794 DEBUG epoch: 5, train_acc: 0.0, val_acc: 3.89, fidel_score: 4.41, acc_loss: 0.0, grad_loss: 0.9973670945891852
2022-04-29 18:15:29,869 DEBUG epoch: 6, train_acc: 0.0, val_acc: 2.81, fidel_score: 3.15, acc_loss: 0.0, grad_loss: 0.9930580092381828
2022-04-29 18:15:32,898 DEBUG epoch: 7, train_acc: 0.0, val_acc: 2.52, fidel_score: 2.68, acc_loss: 0.0, grad_loss: 0.9852065949500362
2022-04-29 18:15:35,940 DEBUG epoch: 8, train_acc: 0.0, val_acc: 1.0, fidel_score: 0.97, acc_loss: 0.0, grad_loss: 0.9688352172887778
2022-04-29 18:15:39,065 DEBUG epoch: 9, train_acc: 0.0, val_acc: 1.0, fidel_score: 0.83, acc_loss: 0.0, grad_loss: 0.9786562466923194
2022-04-29 18:15:42,131 DEBUG epoch: 10, train_acc: 0.0, val_acc: 2.45, fidel_score: 2.65, acc_loss: 0.0, grad_loss: 0.9782937138895446
2022-04-29 18:15:44,618 DEBUG epoch: 11, train_acc: 0.0, val_acc: 1.0, fidel_score: 0.99, acc_loss: 0.0, grad_loss: 0.9603761872158775
2022-04-29 18:15:46,824 DEBUG epoch: 12, train_acc: 0.0, val_acc: 3.02, fidel_score: 3.38, acc_loss: 0.0, grad_loss: 0.963216509245619
2022-04-29 18:15:48,848 DEBUG epoch: 13, train_acc: 0.0, val_acc: 4.1, fidel_score: 4.33, acc_loss: 0.0, grad_loss: 0.9593535797505439
2022-04-29 18:15:50,827 DEBUG epoch: 14, train_acc: 0.0, val_acc: 2.48, fidel_score: 2.58, acc_loss: 0.0, grad_loss: 0.9421224767648722
2022-04-29 18:15:52,743 DEBUG epoch: 15, train_acc: 0.0, val_acc: 1.81, fidel_score: 1.88, acc_loss: 0.0, grad_loss: 0.9296621099303041
2022-04-29 18:15:54,711 DEBUG epoch: 16, train_acc: 0.0, val_acc: 2.21, fidel_score: 2.5, acc_loss: 0.0, grad_loss: 0.9240473086320902
2022-04-29 18:15:56,549 DEBUG epoch: 17, train_acc: 0.0, val_acc: 4.06, fidel_score: 4.53, acc_loss: 0.0, grad_loss: 0.925512026382398
2022-04-29 18:15:58,435 DEBUG epoch: 18, train_acc: 0.0, val_acc: 4.54, fidel_score: 5.07, acc_loss: 0.0, grad_loss: 0.9113052125218548
2022-04-29 18:16:00,344 DEBUG epoch: 19, train_acc: 0.0, val_acc: 5.02, fidel_score: 5.4, acc_loss: 0.0, grad_loss: 0.8896591308750684
2022-04-29 18:16:02,272 DEBUG epoch: 20, train_acc: 0.0, val_acc: 5.64, fidel_score: 6.55, acc_loss: 0.0, grad_loss: 0.8846009215222129
2022-04-29 18:16:04,207 DEBUG epoch: 21, train_acc: 0.0, val_acc: 5.63, fidel_score: 6.34, acc_loss: 0.0, grad_loss: 0.8729137846186191
2022-04-29 18:16:06,154 DEBUG epoch: 22, train_acc: 0.0, val_acc: 3.72, fidel_score: 3.85, acc_loss: 0.0, grad_loss: 0.8564767166029049
2022-04-29 18:16:08,158 DEBUG epoch: 23, train_acc: 0.0, val_acc: 6.79, fidel_score: 8.03, acc_loss: 0.0, grad_loss: 0.846526632580576
2022-04-29 18:16:10,236 DEBUG epoch: 24, train_acc: 0.0, val_acc: 10.55, fidel_score: 12.45, acc_loss: 0.0, grad_loss: 0.8282776286330404
